类型,题干,A,B,C,D,正确答案,解析,来源,出现次数,首次记录
单选题,电感耦合等离子体质谱仪的样品采集完后，应先用（）冲洗系统5min，再用（）冲洗系统5min。,纯水、5％HNO3,5%HNO3、纯水,纯水、5％HCI,5%HCI、纯水,C,,接口直采,1,2026/9/18 12:50:38
单选题,电感耦合等离子体质谱仪维护保养需定期更换循环水，一般（）一次。,每月,每季度,每半年,每年,D,,接口直采,1,2026/9/18 12:50:38
单选题,电感耦合等离子体质谱仪维护保养需定期检查机械泵的油位及颜色，添加或更换油，一般（）一次。,每月,每季度,每半年,每年,C,,接口直采,1,2026/9/18 12:50:38
单选题,电感耦合等离子体质谱仪维护保养需定期清洗雾室、雾化器、炬管、锥及透镜，一般（）一次，如果灵敏度降低则需立即清洗。,每月,每季度,每半年,每年,A,,接口直采,1,2026/9/18 12:50:38
单选题,电焊工作的地点不应该:( ),缺少急救员,多设合适的灭火器,存放易燃物体,以上都对,C,,接口直采,1,2026/9/18 12:50:37
单选题,电焊时，若有其它人在场，应采取下列哪项安全措施?,放置警告牌以示警惕,放置警告牌，在工作场所周围设置屏幕,规定在场人士佩戴眼镜,以上都不对,B,,接口直采,1,2026/9/18 12:50:37
单选题,电击致命的根本原因在于：（）,电压,电阻,电流,频率,C,,接口直采,1,2026/9/18 12:50:37
单选题,电气设备的外壳具有什么防护措施：（）,保护性接零或接地,绝缘,防锈漆,无,A,,接口直采,1,2026/9/18 12:50:37
单选题,电线插座损坏时，既不美观也不方便工作，并造成：( ),吸潮漏电,空气开关跳闸,触电伤害,以上都是,D,,接口直采,1,2026/9/18 12:50:37
单选题,电线插座损坏时会引起：（）,工作不方便,不美观,触电伤害,工作方便,C,,接口直采,1,2026/9/18 12:50:18
单选题,电线接地时，人体距离接地点越近，跨步电压越高；距离越远，跨步电压越低。一般情况下距离接地体（），跨步电压可看成是零。,10m以内,20m以外,30m以外,50m以外,B,,接口直采,1,2026/9/18 12:50:37
单选题,电压（）以下不必考虑电击的危险。,10V,25V,36V,65V,B,,接口直采,1,2026/9/18 12:50:37
单选题,电源电压高于电容耐压时，会引起：（）,电容发热,电容短路,电容爆裂,电容不会爆裂,C,,接口直采,1,2026/9/18 12:50:37
单选题,电源开关应安装在什么材料的基座上：（）,不燃材料,可燃材料,易燃材料,低燃点材料,A,,接口直采,1,2026/9/18 12:50:32
单选题,电子天平一般按照精度或等级进行划分为：（）,超微量电子天平,微量天平、半微量天平,常量电子天平,以上均是,D,,接口直采,1,2026/9/18 12:50:38
单选题,动物检疫隔离室的安全度应达到（）以上生物安全级别。,I级,II级,III级,IV级,B,,接口直采,1,2026/9/18 12:50:35
单选题,动物检疫隔离室的洁净度应至少符合实验动物（）设施指标。,普通环境,清洁环境,屏障环境,隔离环境,C,,接口直采,1,2026/9/18 12:50:35
单选题,动物实验室安全教育的3个层面是理论教育、（）和过程教育。,现场教育,操作教育,案例教育,视频教育,A,,接口直采,1,2026/9/18 12:50:35
单选题,动物在麻醉期体温：（）,容易上升,容易下降,容易忽高忽低,基本平稳,B,,接口直采,1,2026/9/18 12:50:35
单选题,都有维护消防安全、保护消防措施、预防火灾、报告火警的义务。,消防官兵,任何单位和个人,单位保安,公安民警,B,,接口直采,1,2026/9/18 12:50:32
单选题,断开蓄电池电极正确的做法是：（）,先断开负极后断开正极,先断开正极后断开负极,以上都对,以上都不对,A,,接口直采,1,2026/9/18 12:50:21
单选题,锻造操作时应注意做到：（）,掌钳者不必夹牢工件,掌钳者必须夹牢工件，但可以不放稳工件,掌钳者可随意摆放工件,掌钳者夹牢和放稳工件，打锤者按照掌钳者要求操锤，注意控制锤击方向,D,,接口直采,1,2026/9/18 12:50:37
单选题,锻造过程中，不锤击时，操作者应注意的问题是：（）,脚应随即离开踏杆,脚应一直踩在踏杆,脚踩的位置没要求,以上都不是,A,,接口直采,1,2026/9/18 12:50:37
单选题,锻造过程中，不锤击时，应注意什么事项？,脚可以一直搭在踏杆上，只要不用力,脚应离开踏杆,脚可以时而踩在踏杆，时而离开踏杆,不用注意,A,,接口直采,1,2026/9/18 12:50:37
单选题,锻造过程中，对于尚未冷却透的锻件，操作者应注意的问题是：（）,身体可以接触它,身体不得接触它,用嘴对其吹气，促使其冷却,直接伸手去取,B,,接口直采,1,2026/9/18 12:50:37
单选题,锻造过程中，对于尚未冷却透的锻件，应注意：（ ）,可以接触它,不得接触它,用嘴对其吹气，促使其冷却,直接伸手去取,B,,接口直采,1,2026/9/18 12:50:37
单选题,锻造过程中，对站立位置有何要求：（ ）,不要站立在容易飞出锻件毛边的地方,不要站在锻造设备附近,对站立位置没有限制要求,以上都是,A,,接口直采,1,2026/9/18 12:50:37
单选题,锻造过程中，脚踩踏杆时，要注意什么事项？,脚跟不许悬空,脚跟可以悬空,脚跟时而悬空时而不悬空,以上都是,A,,接口直采,1,2026/9/18 12:50:37
单选题,对伴有电磁辐射的设备进行操作和管理的人员，应施行电磁辐射防护训练。训练内容不包括：（）,频谱仪的使用,常用防护措施、用具及使用方法,个人防护用具及使用方法,电磁辐射的性质及其危害性，电磁辐射防护规定,A,,接口直采,1,2026/9/18 12:50:16
单选题,对常用的又是易制毒的试剂，应：( ),放在试剂架上,放在抽屉里，并由专人管理,锁在实验室的试剂柜中，并由专人管理,以上都是,C,,接口直采,1,2026/9/18 12:50:25
单选题,对发生计算机安全事故和案件的计算机信息系统，如存在安全隐患的，( ) 应当要求限期整改。,人民法院,公安机关,发案单位的主管部门,以上都可以,B,,接口直采,1,2026/9/18 12:50:42
单选题,对刚浇注完的铸件，下面哪项操作是正确的？,浇水加速其冷却,用手去摸铸件,立即落砂清理出铸件,待其冷却一定时间后再进行落砂清理,D,,接口直采,1,2026/9/18 12:50:37
单选题,对刚浇注完的铸件，应如何进行处理？,浇水加速其冷却,用手去摸铸件,立即落砂清理出铸件,待其冷却一定时间后再进行落砂清理,D,,接口直采,1,2026/9/18 12:50:37
单选题,对人类而言，下列那种情况不属于生物威胁的来源：( )。,各种致病微生物、转基因生物,外来生物入侵,工厂烟囱排放的空气污染,生物恐怖事件,C,,接口直采,1,2026/9/18 12:50:35
单选题,对实验室安全检查的重点是：( ),可燃易燃性、可传染性、放射性物质、有毒物质的使用和存放,清除污染和废弃物处置情况,规章制度的建立和执行情况,以上都是,D,,接口直采,1,2026/9/18 12:50:27
单选题,对受伤人员进行急救的第一步应该是：（）,观察伤者有无意识,对出血部位进行包扎,进行胸外心脏按压,在伤者耳边呼叫,A,,接口直采,1,2026/9/18 12:50:15
单选题,对数控机床数控系统内部存储的所有参数，应注意：（）,严禁私自打开，改动和删除,可以任意打开，改动和删除,可以任意打开，但不可改动和删除,以上都不对,A,,接口直采,1,2026/9/18 12:50:37
单选题,对危险废物的容器和包装物以及收集、贮存、运输、处置危险废物的设施、场所，必须：,设置危险废物识别标志,设置生活垃圾识别标志,不用设置识别标志,以上都是,A,,接口直采,1,2026/9/18 12:50:20
单选题,对危险废物的容器和包装物以及收集、贮存、运输、处置危险废物的设施、场所，必须：（）,设置生活垃圾识别标志,设置危险废物识别标志,设置毒性标志,不用设置识别标志,B,,接口直采,1,2026/9/18 12:50:20
单选题,对于比水轻又不溶于水的易燃和可燃液体，如苯、甲苯、汽油、轻柴油等的火灾，不可以（）,用水灭火,用泡沫覆盖,用沙掩埋,用二氧化碳灭火剂,A,,接口直采,1,2026/9/18 12:50:32
单选题,对于焊接操作，以下正确的是：（）,允许氧气橡胶软管替代乙炔气橡胶软管使用,焊接时，可以将电线搭在身上或踏在脚下,气焊与气割前，必须检查输送气体的橡胶软管有无磨损、扎伤、老化、裂纹等现象，发现损坏应立即更新,当气体保护电弧焊采用水冷电极时，因冷却水无污染，可选择直排,C,,接口直采,1,2026/9/18 12:50:37
单选题,对于实验室的微波炉，下列哪种说法是错误的？,微波炉开启后，会产生很强的电磁辐射，操作人员应远离,严禁将易燃易爆等危险化学品放入微波炉中加热,实验室的微波炉也可加热食品,对密闭压力容器使用微波炉加热时应注意严格按照安全规范操作,C,,接口直采,1,2026/9/18 12:50:38
单选题,对于实验室内的初期火灾，不正确的做法有：（）,用水浇灭,用灭火器扑灭,用湿毛巾覆盖,用东西扇灭,D,,接口直采,1,2026/9/18 12:50:32
单选题,对于相同厚度的下列物质，哪种对1MeV能量的γ射线屏蔽效果好？,水,水泥,铁,铅,D,,接口直采,1,2026/9/18 12:50:16
单选题,对于小鼠、大鼠、豚鼠和兔这4种常用实验动物而言，以下哪种病毒是必需的病毒检测项目：（）,仙台病毒,狂犬病病毒,多瘤病毒,轮状病毒,A,,接口直采,1,2026/9/18 12:50:35
单选题,对于小鼠、大鼠、豚鼠和兔这4种常用实验动物而言，以下哪种病原菌不属于必需的病原菌检测项目：（）,肺炎克雷伯杆菌,金黄色葡萄球菌,铜绿假单胞菌（绿脓杆菌）,结核分枝杆菌,D,,接口直采,1,2026/9/18 12:50:35
单选题,对于小鼠、大鼠、豚鼠和兔这4种常用实验动物而言，以下哪种寄生虫不属于必需的寄生虫检测项目：（）,体外寄生虫（节肢动物）,弓形虫,疟原虫,鞭毛虫,C,,接口直采,1,2026/9/18 12:50:35
单选题,对于一些吸入或食入少量即能中毒致死的化学试剂，生物试验中致死量（LD50）在50mg/kg以下的称为剧毒化学试剂，以下哪个不是剧毒化学试剂：( ),氰化钾,三氧化二砷,氯化汞,苯,D,,接口直采,1,2026/9/18 12:50:25
单选题,对铸件进行落砂清理时，下面哪项操作是正确的？,直接伸手测试铸件温度,直接伸手测试型砂温度,戴好防护手套再进行落砂清理,以上都不是,C,,接口直采,1,2026/9/18 12:50:37
单选题,对铸件进行落砂清理时，应注意什么事项？,直接伸手测试铸件温度,直接伸手测试型砂温度,戴好防护手套再进行落砂清理,以上都不对,C,,接口直采,1,2026/9/18 12:50:37
单选题,二级生物安全水平实验室结构和设施、安全操作规程、安全设备适用于（）,实验室存在通常会引起人或动物严重疾病的病原微生物,实验室存在对人或动物致病不易致严重危害的病原微生物,实验室存在对人或动物致严重疾病的病原微生物,以上都不是,B,,接口直采,1,2026/9/18 12:50:35
单选题,二硫化碳中加一点（），可长期保存。,煤油,植物油,水,硫酸,C,,接口直采,1,2026/9/18 12:50:25
单选题,二氧化碳灭火剂不适用于扑救（）火灾。,图书,精密仪器,贵重仪器,火药,D,,接口直采,1,2026/9/18 12:50:32
单选题,二氧化碳灭火器不适宜扑救：（）,贵重仪器设备,档案资料,计算机,钾、钠、镁、铝等物质,D,,接口直采,1,2026/9/18 12:50:32
单选题,发生触电事故的危险电压一般是从（）开始。,24V,26V,65V,110V,C,,接口直采,1,2026/9/18 12:50:37
单选题,发生触电事故的危险电压一般是多少伏以上？,24,26,65,110,C,,接口直采,1,2026/9/18 12:50:18
单选题,发生火灾后，逃生方法错误的是：（）,发生火灾后，选择最近的逃生出口,逃离火场的路线上遇有浓烟烈火时，必须把自己的衣服淋湿；再找一块湿毛巾捂住口鼻，以起到隔热滤毒的作用,在有浓烟的情况下，采用低姿势撤离，视线不清时，手摸墙壁徐徐撤离,高层实验室的楼道内烟雾过浓，无法冲出时，选择跳楼逃生,D,,接口直采,1,2026/9/18 12:50:32
单选题,发生火灾应当立即报警。任何单位、个人都应当（）为报警提供便利，不能阻拦报警。,无偿,有偿,自愿,自觉,A,,接口直采,1,2026/9/18 12:50:32
单选题,发生人畜共患病时，须立即向学校有关机构报告，同时还必须立即向当地什么职能部门报告？,卫生厅,农业厅,卫生防疫部门,医院,C,,接口直采,1,2026/9/18 12:50:35
单选题,发生人畜共患病时，须立即向学校有关机构报告，同时还必须立即向当地什么职能部门报告？（）,卫生厅,农业厅,卫生防疫部门,以上都是,C,,接口直采,1,2026/9/18 12:50:35
单选题,发生危险化学品丢失、被盗、泄漏等安全事故时，事故实验室应立即上报，采取有效控制措施，启动（）。,应急预案,内部管控措施,安全预案,一级防护屏障,A,,接口直采,1,2026/9/18 12:50:15
单选题,"发生危险化学品事故后,应该向什么方向疏散？",下风,上风,顺风,,B,,接口直采,1,2026/9/18 12:50:15
